Barcode_ID,Timestamp,Weight
06,2025-10-20 14:23:17,1.410 kg  N
13,2025-10-20 14:25:50,1.298 kg  N
13,2025-10-20 14:27:54,1.314 kg  N
08,2025-10-20 14:31:23,1.376 kg  N
08,2025-10-20 14:32:02,1.396 kg  N
12,2025-10-20 14:33:32,1.340 kg  N
12,2025-10-20 14:34:36,1.368 kg  N
39,2025-10-20 14:37:17,1.358 kg  N
39,2025-10-20 14:38:00,1.382 kg  N
41,2025-10-20 14:39:33,1.332 kg  N
07,2025-10-20 14:41:28,1.368 kg  N
07,2025-10-20 14:42:25,1.396 kg  N
17,2025-10-20 14:44:15,1.536 kg  N
17,2025-10-20 14:45:04,1.564 kg  N
10,2025-10-20 14:46:23,1.406 kg  N
10,2025-10-20 14:46:58,1.434 kg  N
01,2025-10-20 14:48:19,1.534 kg  N
01,2025-10-20 14:48:54,1.572 kg  N
20,2025-10-20 14:50:42,1.490 kg  N
20,2025-10-20 14:51:16,1.524 kg  N
31,2025-10-20 14:52:44,1.500 kg  N
31,2025-10-20 14:53:33,1.554 kg ?N
40,2025-10-20 14:58:56,1.326 kg  N
40,2025-10-20 14:59:21,1.358 kg  N
18,2025-10-20 15:00:21,1.514 kg  N
18,2025-10-20 15:00:57,1.558 kg  N
35,2025-10-20 15:02:03,1.480 kg  N
35,2025-10-20 15:02:39,1.520 kg  N
09,2025-10-20 15:04:37,1.398 kg  N
09,2025-10-20 15:05:15,1.444 kg  N
27,2025-10-20 15:06:30,1.254 kg  N
27,2025-10-20 15:07:19,1.300 kg  N
16,2025-10-20 15:08:45,1.486 kg  N
16,2025-10-20 15:09:20,1.518 kg  N
21,2025-10-20 15:10:39,1.354 kg  N
21,2025-10-20 15:11:02,1.398 kg  N
45,2025-10-20 15:12:49,1.270 kg  N
45,2025-10-20 15:13:22,1.302 kg  N
109,2025-10-20 15:15:43,3.124 kg  N
109,2025-10-20 15:19:46,3.402 kg  N
106,2025-10-20 15:22:08,3.080 kg  N
106,2025-10-20 15:23:02,3.374 kg  N
94,2025-10-20 15:24:25,3.282 kg  N
94,2025-10-20 15:26:30,3.480 kg  N
107,2025-10-20 15:26:53,3.340 kg  N
107,2025-10-20 15:27:24,3.520 kg  N
110,2025-10-20 15:28:54,3.068 kg  N
110,2025-10-20 15:29:38,3.342 kg  N
98,2025-10-20 15:30:35,2.400 kg  N
98,2025-10-20 15:31:11,2.460 kg  N
115,2025-10-20 15:32:26,2.208 kg  N
115,2025-10-20 15:33:07,2.250 kg  N
114,2025-10-20 15:33:55,2.160 kg  N
114,2025-10-20 15:34:28,2.236 kg  N
100,2025-10-20 15:35:29,2.324 kg  N
100,2025-10-20 15:35:56,2.392 kg  N
91,2025-10-20 15:37:07,3.220 kg  N
91,2025-10-20 15:37:40,3.402 kg  N
96,2025-10-20 15:39:29,2.276 kg  N
96,2025-10-20 15:39:44,2.330 kg ?N
93,2025-10-20 15:41:04,3.216 kg  N
93,2025-10-20 15:41:49,3.404 kg  N
95,2025-10-20 15:42:53,3.378 kg  N
95,2025-10-20 15:43:23,3.496 kg  N
99,2025-10-20 15:43:59,2.378 kg  N
99,2025-10-20 15:44:32,2.442 kg  N
111,2025-10-20 15:45:33,2.244 kg  N
111,2025-10-20 15:45:51,2.302 kg  N
112,2025-10-20 15:47:00,2.454 kg  N
112,2025-10-20 15:47:23,2.500 kg  N
108,2025-10-20 15:47:51,3.054 kg  N
108,2025-10-20 15:48:17,3.330 kg  N
92,2025-10-20 15:49:26,3.166 kg  N
92,2025-10-20 15:50:00,3.342 kg  N
97,2025-10-20 15:51:33,2.220 kg  N
97,2025-10-20 15:51:57,2.272 kg  N
113,2025-10-20 15:52:45,2.176 kg  N
113,2025-10-20 15:53:22,2.242 kg  N
